,NFLOOR,YRCON,WKHRS,NWKER,HEATP,COOLP,PCTERMN,LAPTPN,PRNTRN,COPIERN,LTOHRP,LTNHRP,DAYLTP,OPEN24,OPNWE,PBAPLUS,RENRFF,RENINS,CENDIV,PBA,FREESTN,RFTILT,WLCNS,BLDSHP,BLDSHP,YRCONC,RENHVC,RENWIN,RENLGT,RENELC,RENINS,RENSTR
5587,1,1967,54,5,100.0,100.0,5.0,3.0,3.0,1.0,25.0,10.0,20.0,2,1,31,2.0,2.0,3,14,1.0,2,3,4.0,4.0,4,2.0,2.0,2.0,2.0,2.0,2.0
5589,5,1980,50,187,100.0,100.0,100.0,100.0,50.0,25.0,70.0,0.0,10.0,2,2,4,1.0,2.0,9,2,1.0,1,2,1.0,1.0,6,1.0,2.0,2.0,1.0,2.0,2.0
5592,1,2000,20,19,100.0,100.0,4.0,0.0,4.0,1.0,100.0,0.0,0.0,2,1,21,2.0,2.0,8,12,1.0,3,1,2.0,2.0,8,2.0,2.0,2.0,2.0,2.0,2.0
5594,4,995,100,8,75.0,25.0,7.0,1.0,7.0,1.0,75.0,5.0,0.0,2,1,21,2.0,2.0,2,12,1.0,3,1,2.0,2.0,1,2.0,2.0,2.0,2.0,2.0,2.0
5595,1,1969,50,6,100.0,100.0,3.0,1.0,1.0,1.0,100.0,0.0,0.0,2,2,33,2.0,2.0,5,15,1.0,1,1,1.0,1.0,4,2.0,2.0,2.0,2.0,2.0,2.0
5605,2,1997,52,5,100.0,100.0,5.0,0.0,4.0,2.0,100.0,0.0,50.0,2,1,2,2.0,2.0,7,2,1.0,3,1,2.0,2.0,7,2.0,2.0,2.0,2.0,2.0,2.0
5609,2,1991,40,32,100.0,65.0,40.0,6.0,7.0,5.0,100.0,10.0,0.0,2,2,6,2.0,2.0,9,2,1.0,2,1,2.0,2.0,7,2.0,2.0,2.0,2.0,2.0,2.0
5610,6,2003,85,200,100.0,100.0,200.0,40.0,30.0,15.0,100.0,25.0,15.0,2,1,2,2.0,2.0,9,2,1.0,1,6,11.0,11.0,8,2.0,2.0,2.0,2.0,2.0,2.0
5615,2,1985,76,1279,100.0,95.0,2000.0,250.0,100.0,17.0,100.0,0.0,0.0,2,1,2,2.0,1.0,2,2,1.0,1,1,2.0,2.0,6,1.0,1.0,1.0,1.0,1.0,2.0
5617,13,1970,168,1600,100.0,100.0,1700.0,100.0,350.0,260.0,95.0,50.0,0.0,1,1,35,1.0,1.0,1,16,1.0,1,8,5.0,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0
5618,3,1966,108,40,100.0,95.0,67.0,10.0,19.0,4.0,70.0,15.0,0.0,2,1,26,1.0,2.0,4,13,1.0,1,1,2.0,2.0,4,1.0,2.0,1.0,1.0,2.0,2.0
5622,2,1979,70,7,100.0,50.0,3.0,3.0,3.0,2.0,49.0,27.0,26.0,2,1,50,2.0,2.0,5,23,1.0,1,1,2.0,2.0,5,2.0,2.0,2.0,2.0,2.0,2.0
5623,2,1973,70,14,100.0,40.0,50.0,3.0,6.0,1.0,85.0,5.0,0.0,2,2,28,1.0,1.0,3,14,1.0,1,1,11.0,11.0,5,1.0,1.0,1.0,1.0,1.0,2.0
5624,3,1986,54,8,66.0,66.0,6.0,1.0,4.0,1.0,100.0,33.0,0.0,2,1,2,2.0,2.0,6,2,1.0,1,3,2.0,2.0,6,2.0,2.0,2.0,2.0,2.0,2.0
5625,3,1992,168,150,100.0,100.0,100.0,20.0,30.0,9.0,100.0,50.0,20.0,1,1,2,2.0,2.0,2,2,1.0,1,1,2.0,2.0,7,2.0,2.0,1.0,2.0,2.0,2.0
5626,2,1975,168,80,90.0,70.0,15.0,3.0,5.0,2.0,80.0,30.0,20.0,1,1,36,2.0,2.0,3,17,1.0,3,1,5.0,5.0,5,2.0,2.0,2.0,2.0,2.0,2.0
5628,1,1963,50,38,100.0,15.0,75.0,10.0,12.0,3.0,100.0,0.0,0.0,2,2,28,2.0,2.0,5,14,1.0,1,1,2.0,2.0,4,2.0,2.0,2.0,2.0,2.0,2.0
5629,4,2006,168,75,100.0,75.0,85.0,200.0,10.0,3.0,100.0,40.0,15.0,1,1,27,2.0,2.0,5,14,1.0,2,1,6.0,6.0,9,2.0,2.0,2.0,2.0,2.0,2.0
5632,1,1949,126,117,50.0,10.0,40.0,10.0,7.0,7.0,50.0,15.0,5.0,2,1,9,1.0,2.0,4,5,1.0,1,2,2.0,2.0,3,1.0,2.0,2.0,2.0,2.0,2.0
5633,3,1965,56,75,100.0,90.0,236.0,50.0,45.0,6.0,100.0,5.0,0.0,2,1,6,1.0,2.0,4,2,1.0,1,1,3.0,3.0,4,1.0,2.0,1.0,2.0,2.0,2.0
5640,3,2002,90,66,100.0,90.0,135.0,75.0,21.0,1.0,25.0,15.0,0.0,2,1,27,1.0,1.0,4,14,1.0,1,1,2.0,2.0,8,1.0,1.0,1.0,1.0,1.0,1.0
5642,2,1988,55,100,25.0,2.0,20.0,0.0,20.0,3.0,100.0,25.0,10.0,2,2,9,2.0,2.0,5,5,1.0,1,5,2.0,2.0,6,2.0,2.0,1.0,2.0,2.0,2.0
5643,2,2007,168,280,15.0,15.0,150.0,25.0,25.0,25.0,95.0,20.0,0.0,1,1,20,2.0,2.0,5,11,1.0,2,2,2.0,2.0,9,1.0,2.0,2.0,2.0,2.0,2.0
5645,1,1969,80,70,100.0,33.0,140.0,85.0,20.0,5.0,95.0,20.0,20.0,2,2,28,2.0,2.0,3,14,1.0,1,1,4.0,4.0,4,2.0,2.0,1.0,2.0,2.0,2.0
5646,1,1976,20,19,100.0,100.0,4.0,0.0,4.0,1.0,100.0,0.0,0.0,2,1,21,2.0,2.0,8,12,1.0,3,1,2.0,2.0,5,2.0,2.0,2.0,2.0,2.0,2.0
5649,3,1982,45,20,100.0,95.0,50.0,5.0,20.0,9.0,90.0,15.0,15.0,2,2,19,2.0,2.0,8,8,1.0,1,1,2.0,2.0,6,2.0,2.0,2.0,1.0,2.0,2.0
5658,8,1980,60,50,100.0,100.0,356.0,400.0,23.0,10.0,70.0,20.0,20.0,2,1,6,1.0,2.0,7,2,1.0,1,3,2.0,2.0,6,1.0,2.0,1.0,1.0,2.0,2.0
5659,1,1988,82,139,85.0,90.0,66.0,11.0,27.0,2.0,85.0,21.0,13.0,2,1,50,2.0,2.0,5,23,1.0,3,3,11.0,11.0,6,2.0,2.0,2.0,2.0,2.0,2.0
5660,3,1966,65,70,100.0,95.0,150.0,35.0,30.0,15.0,100.0,25.0,0.0,2,1,29,2.0,2.0,9,14,1.0,1,1,3.0,3.0,4,2.0,2.0,1.0,2.0,2.0,2.0
5669,1,1996,168,4,90.0,90.0,4.0,4.0,3.0,1.0,25.0,1.0,20.0,1,1,2,2.0,2.0,8,2,1.0,3,1,2.0,2.0,7,2.0,2.0,2.0,2.0,2.0,2.0
5672,1,1990,48,12,100.0,100.0,35.0,0.0,9.0,4.0,100.0,30.0,0.0,2,2,27,2.0,2.0,9,14,1.0,1,3,2.0,2.0,7,2.0,2.0,2.0,2.0,2.0,2.0
5675,3,1965,45,25,100.0,80.0,32.0,8.0,15.0,6.0,70.0,5.0,0.0,2,2,4,2.0,2.0,6,2,1.0,1,3,3.0,3.0,4,1.0,2.0,1.0,2.0,2.0,2.0
5676,6,2004,168,700,100.0,100.0,950.0,200.0,400.0,15.0,100.0,70.0,0.0,1,1,35,1.0,1.0,5,16,1.0,1,1,2.0,2.0,9,1.0,1.0,2.0,1.0,1.0,2.0
5678,2,1966,40,90,100.0,85.0,50.0,20.0,20.0,3.0,100.0,20.0,50.0,2,2,31,1.0,2.0,3,14,1.0,1,1,4.0,4.0,4,1.0,2.0,2.0,2.0,2.0,2.0
5684,2,2002,60,45,100.0,80.0,85.0,6.0,10.0,4.0,100.0,0.0,0.0,2,2,28,2.0,2.0,3,14,1.0,1,1,5.0,5.0,8,2.0,2.0,2.0,2.0,2.0,2.0
5687,1,1965,35,75,100.0,100.0,131.0,230.0,51.0,6.0,100.0,0.0,0.0,2,1,28,1.0,1.0,5,14,1.0,1,3,4.0,4.0,4,1.0,1.0,1.0,1.0,1.0,2.0
5692,2,2007,55,13,100.0,75.0,7.0,3.0,6.0,1.0,90.0,5.0,20.0,2,1,48,2.0,2.0,6,26,1.0,3,5,2.0,2.0,9,2.0,2.0,2.0,2.0,2.0,2.0
5696,8,1976,168,2500,100.0,99.0,800.0,500.0,1000.0,100.0,100.0,50.0,30.0,1,1,35,2.0,2.0,4,16,1.0,1,1,3.0,3.0,5,2.0,2.0,2.0,2.0,2.0,2.0
5698,1,1998,47,18,100.0,100.0,11.0,11.0,15.0,3.0,75.0,0.0,0.0,2,2,4,2.0,2.0,4,2,1.0,3,5,9.0,9.0,7,2.0,2.0,2.0,2.0,2.0,2.0
5702,3,1996,50,60,100.0,66.0,30.0,35.0,15.0,5.0,100.0,10.0,10.0,2,2,2,2.0,2.0,3,2,1.0,3,1,9.0,9.0,7,1.0,2.0,2.0,2.0,2.0,2.0
5707,4,2004,168,500,100.0,100.0,540.0,30.0,250.0,50.0,100.0,10.0,5.0,1,1,35,1.0,1.0,7,16,1.0,2,1,11.0,11.0,9,2.0,2.0,2.0,2.0,1.0,2.0
5709,1,2000,60,4,100.0,100.0,2.0,1.0,1.0,1.0,100.0,30.0,20.0,2,1,42,2.0,2.0,3,25,1.0,1,1,2.0,2.0,8,2.0,2.0,2.0,2.0,2.0,2.0
5711,1,1960,70,2,70.0,70.0,4.0,3.0,4.0,1.0,47.0,34.0,10.0,2,1,50,1.0,1.0,3,23,1.0,1,3,2.0,2.0,4,1.0,1.0,1.0,1.0,1.0,1.0
5714,1,1986,82,36,91.0,50.0,15.0,3.0,6.0,1.0,88.0,6.0,8.0,2,1,50,2.0,2.0,7,23,1.0,2,1,2.0,2.0,6,2.0,2.0,2.0,2.0,2.0,2.0
5715,1,1962,60,130,100.0,100.0,400.0,50.0,200.0,18.0,100.0,5.0,0.0,2,1,2,1.0,2.0,2,2,1.0,1,2,2.0,2.0,4,1.0,1.0,2.0,1.0,2.0,2.0
5718,1,1973,55,38,100.0,100.0,23.0,6.0,11.0,1.0,94.0,10.0,16.0,2,1,50,2.0,2.0,8,23,1.0,1,3,2.0,2.0,5,2.0,2.0,2.0,2.0,2.0,2.0
5720,2,2002,45,168,100.0,100.0,200.0,50.0,3.0,3.0,95.0,35.0,80.0,2,2,28,2.0,2.0,3,14,1.0,3,1,4.0,4.0,8,2.0,2.0,2.0,2.0,2.0,2.0
5722,4,1983,168,150,100.0,100.0,100.0,12.0,12.0,12.0,90.0,70.0,0.0,1,1,36,2.0,2.0,5,17,1.0,1,1,11.0,11.0,6,2.0,2.0,2.0,2.0,2.0,2.0
5726,3,1973,60,20,100.0,100.0,49.0,10.0,10.0,5.0,85.0,10.0,0.0,2,2,3,2.0,2.0,4,2,1.0,1,1,2.0,2.0,5,2.0,2.0,2.0,2.0,2.0,2.0
5727,6,995,90,625,100.0,95.0,500.0,100.0,50.0,10.0,95.0,40.0,40.0,2,1,23,2.0,2.0,5,13,1.0,2,1,4.0,4.0,1,2.0,2.0,2.0,2.0,2.0,2.0
5728,1,1961,45,51,100.0,5.0,112.0,66.0,21.0,2.0,95.0,5.0,70.0,2,2,28,2.0,2.0,8,14,1.0,2,1,9.0,9.0,4,2.0,2.0,2.0,2.0,2.0,2.0
5729,1,1988,126,22,100.0,100.0,6.0,2.0,6.0,1.0,100.0,47.0,10.0,2,1,50,1.0,2.0,9,23,1.0,1,3,2.0,2.0,6,2.0,2.0,2.0,2.0,2.0,2.0
5730,1,1952,48,32,90.0,90.0,51.0,16.0,18.0,2.0,85.0,0.0,95.0,2,1,28,2.0,2.0,9,14,1.0,1,3,4.0,4.0,3,2.0,2.0,2.0,2.0,2.0,2.0
5733,1,1996,72,35,95.0,95.0,5.0,2.0,3.0,1.0,80.0,20.0,0.0,2,1,9,2.0,2.0,6,5,1.0,1,1,2.0,2.0,7,2.0,2.0,2.0,2.0,2.0,2.0
5736,1,1996,60,17,100.0,40.0,9.0,5.0,4.0,1.0,100.0,5.0,0.0,2,1,2,2.0,2.0,7,2,1.0,1,5,2.0,2.0,7,2.0,2.0,2.0,2.0,2.0,2.0
5739,1,1965,43,8,100.0,80.0,4.0,2.0,2.0,1.0,64.0,2.0,18.0,2,1,50,2.0,2.0,9,23,1.0,1,1,2.0,2.0,4,2.0,2.0,2.0,2.0,2.0,2.0
5740,1,1980,50,30,100.0,80.0,40.0,2.0,20.0,4.0,80.0,3.0,0.0,2,2,4,1.0,1.0,4,2,1.0,1,1,9.0,9.0,6,1.0,1.0,1.0,1.0,1.0,2.0
5743,1,1958,70,72,96.0,88.0,28.0,21.0,20.0,3.0,88.0,13.0,10.0,2,1,50,2.0,1.0,3,23,1.0,1,3,2.0,2.0,3,1.0,1.0,1.0,1.0,1.0,2.0
5744,4,1973,168,60,100.0,100.0,50.0,0.0,3.0,1.0,100.0,75.0,0.0,1,1,35,1.0,1.0,2,16,1.0,1,1,4.0,4.0,5,1.0,1.0,1.0,1.0,1.0,2.0
5747,4,1983,60,60,100.0,95.0,98.0,98.0,63.0,3.0,80.0,20.0,0.0,2,2,27,1.0,2.0,2,14,1.0,1,2,2.0,2.0,6,1.0,1.0,1.0,2.0,2.0,2.0
5748,1,1975,70,93,100.0,100.0,49.0,11.0,23.0,4.0,97.0,13.0,13.0,2,1,50,1.0,2.0,9,23,1.0,1,3,2.0,2.0,5,1.0,1.0,1.0,1.0,2.0,1.0
5752,2,1954,20,19,100.0,100.0,3.0,0.0,3.0,1.0,100.0,0.0,0.0,2,1,21,1.0,2.0,9,12,1.0,3,1,8.0,8.0,3,1.0,1.0,2.0,2.0,2.0,2.0
5753,1,1980,168,21,100.0,40.0,14.0,10.0,5.0,5.0,100.0,60.0,0.0,1,1,16,1.0,2.0,1,7,1.0,3,3,2.0,2.0,6,1.0,1.0,1.0,1.0,2.0,2.0
5754,2,2006,40,58,100.0,90.0,50.0,10.0,30.0,6.0,90.0,10.0,20.0,2,2,6,2.0,2.0,9,2,1.0,1,1,6.0,6.0,9,2.0,2.0,2.0,2.0,2.0,2.0
5757,2,1990,90,75,95.0,95.0,129.0,2.0,34.0,6.0,90.0,20.0,10.0,2,1,23,1.0,2.0,3,13,1.0,1,1,2.0,2.0,7,1.0,1.0,2.0,2.0,2.0,2.0
5759,994,1969,55,380,100.0,100.0,380.0,25.0,100.0,40.0,75.0,0.0,0.0,2,2,2,2.0,2.0,5,2,1.0,1,3,2.0,2.0,4,1.0,2.0,1.0,2.0,2.0,2.0
5762,1,1977,60,8,100.0,100.0,5.0,0.0,4.0,1.0,100.0,25.0,0.0,2,1,24,2.0,2.0,5,13,1.0,3,1,9.0,9.0,5,1.0,2.0,1.0,1.0,2.0,2.0
5764,2,1971,40,150,100.0,70.0,400.0,180.0,49.0,2.0,100.0,5.0,10.0,2,1,29,2.0,2.0,3,14,1.0,1,1,10.0,10.0,5,1.0,1.0,1.0,2.0,2.0,2.0
5766,1,1999,60,18,100.0,50.0,19.0,3.0,6.0,1.0,100.0,0.0,25.0,2,1,46,2.0,2.0,7,26,1.0,2,1,1.0,1.0,7,2.0,2.0,2.0,2.0,2.0,2.0
5767,2,2000,168,400,100.0,100.0,2.0,400.0,10.0,3.0,100.0,40.0,10.0,1,1,7,2.0,2.0,7,2,1.0,1,2,2.0,2.0,8,2.0,2.0,2.0,2.0,2.0,2.0
5768,1,1992,77,289,100.0,10.0,363.0,125.0,114.0,10.0,100.0,30.0,0.0,2,1,51,2.0,2.0,3,24,1.0,1,2,11.0,11.0,7,2.0,2.0,1.0,2.0,2.0,1.0
5769,3,2001,120,60,90.0,90.0,6.0,4.0,15.0,1.0,80.0,65.0,75.0,2,1,22,2.0,2.0,5,13,1.0,1,1,2.0,2.0,8,1.0,2.0,2.0,2.0,2.0,2.0
5773,4,1999,64,250,90.0,90.0,330.0,60.0,100.0,3.0,100.0,0.0,50.0,2,1,2,2.0,2.0,9,2,1.0,2,2,11.0,11.0,7,2.0,2.0,2.0,2.0,2.0,2.0
5774,1,2006,72,5,100.0,100.0,3.0,1.0,2.0,1.0,20.0,0.0,0.0,2,1,44,2.0,2.0,8,26,1.0,2,1,2.0,2.0,9,2.0,2.0,2.0,2.0,2.0,2.0
5775,1,2001,50,15,100.0,100.0,25.0,11.0,2.0,1.0,50.0,0.0,50.0,2,2,28,2.0,2.0,9,14,1.0,1,1,2.0,2.0,8,2.0,2.0,2.0,2.0,2.0,2.0
5776,1,2007,54,7,100.0,100.0,11.0,1.0,4.0,4.0,80.0,0.0,0.0,2,1,3,2.0,2.0,5,2,1.0,3,1,2.0,2.0,9,2.0,2.0,2.0,2.0,2.0,2.0
5779,2,2007,50,35,50.0,50.0,30.0,0.0,12.0,3.0,75.0,15.0,45.0,2,2,18,2.0,2.0,5,8,1.0,1,1,2.0,2.0,9,2.0,2.0,2.0,2.0,2.0,2.0
5780,4,1999,86,225,100.0,95.0,275.0,104.0,125.0,8.0,98.0,10.0,30.0,2,1,29,2.0,2.0,3,14,1.0,1,1,2.0,2.0,7,2.0,2.0,2.0,2.0,2.0,2.0
5783,2,2005,168,15,100.0,90.0,15.0,3.0,4.0,1.0,100.0,25.0,75.0,1,1,16,2.0,2.0,5,7,1.0,3,1,2.0,2.0,9,2.0,2.0,2.0,2.0,2.0,2.0
5784,4,1979,55,650,100.0,100.0,950.0,300.0,125.0,20.0,80.0,0.0,25.0,2,1,2,2.0,2.0,3,2,1.0,1,3,2.0,2.0,5,2.0,2.0,2.0,2.0,2.0,2.0
5786,5,995,45,8,5.0,10.0,4.0,2.0,3.0,1.0,20.0,0.0,0.0,2,1,1,2.0,2.0,8,1,1.0,3,1,10.0,10.0,2,2.0,2.0,2.0,2.0,2.0,2.0
5788,5,1974,45,175,100.0,85.0,125.0,50.0,100.0,7.0,80.0,15.0,30.0,2,1,2,1.0,2.0,3,2,1.0,1,2,2.0,2.0,5,2.0,1.0,1.0,2.0,2.0,2.0
5791,2,2006,75,15,100.0,75.0,8.0,2.0,3.0,1.0,95.0,5.0,15.0,2,1,19,2.0,2.0,3,8,1.0,3,4,2.0,2.0,9,2.0,2.0,2.0,2.0,2.0,2.0
5795,2,2002,55,605,100.0,100.0,662.0,73.0,336.0,23.0,75.0,5.0,20.0,2,2,4,2.0,2.0,9,2,1.0,1,2,2.0,2.0,8,2.0,2.0,2.0,2.0,2.0,2.0
5798,9,1990,168,20,90.0,100.0,5.0,0.0,3.0,1.0,50.0,30.0,10.0,1,1,38,2.0,2.0,9,18,1.0,1,3,3.0,3.0,7,2.0,2.0,2.0,2.0,2.0,2.0
5800,1,2001,56,68,100.0,100.0,5.0,5.0,5.0,1.0,79.0,10.0,18.0,2,1,50,2.0,2.0,7,23,1.0,2,3,2.0,2.0,8,2.0,2.0,2.0,2.0,2.0,2.0
5801,1,995,40,15,100.0,3.0,15.0,2.0,5.0,2.0,5.0,0.0,0.0,2,2,10,1.0,2.0,2,5,1.0,2,1,2.0,2.0,1,1.0,1.0,1.0,2.0,2.0,2.0
5802,2,1973,168,150,100.0,66.0,130.0,70.0,40.0,10.0,70.0,20.0,0.0,1,1,35,1.0,2.0,1,16,1.0,1,3,2.0,2.0,5,1.0,1.0,1.0,1.0,2.0,2.0
5807,4,995,84,120,100.0,100.0,75.0,25.0,20.0,10.0,100.0,0.0,0.0,2,1,42,2.0,2.0,9,25,1.0,1,1,2.0,2.0,1,2.0,2.0,1.0,2.0,2.0,2.0
5808,7,1967,168,2000,95.0,95.0,3620.0,899.0,1500.0,1200.0,100.0,80.0,0.0,1,1,35,2.0,2.0,5,16,1.0,1,3,2.0,2.0,4,1.0,2.0,1.0,1.0,2.0,2.0
5810,5,1971,45,200,100.0,75.0,200.0,75.0,3.0,3.0,100.0,0.0,0.0,2,2,28,1.0,2.0,2,14,1.0,1,1,11.0,11.0,5,1.0,2.0,2.0,2.0,2.0,2.0
5811,1,1985,20,9,100.0,100.0,3.0,0.0,3.0,1.0,100.0,0.0,0.0,2,1,21,2.0,2.0,5,12,1.0,3,1,2.0,2.0,6,2.0,2.0,2.0,2.0,2.0,2.0
5813,3,1981,168,11,75.0,60.0,6.0,0.0,1.0,1.0,75.0,0.0,0.0,1,1,27,1.0,2.0,3,14,1.0,2,3,7.0,7.0,6,2.0,2.0,1.0,2.0,2.0,2.0
5814,1,1970,40,2,50.0,10.0,1.0,1.0,1.0,1.0,75.0,10.0,50.0,2,1,41,2.0,2.0,7,25,1.0,3,5,2.0,2.0,5,2.0,2.0,2.0,1.0,2.0,2.0
5816,2,2005,60,15,100.0,50.0,10.0,2.0,10.0,2.0,100.0,5.0,25.0,2,1,41,2.0,2.0,2,25,1.0,1,5,2.0,2.0,9,2.0,2.0,1.0,2.0,2.0,2.0
5817,2,1996,70,50,100.0,80.0,126.0,25.0,32.0,5.0,100.0,20.0,0.0,2,1,28,2.0,2.0,9,14,1.0,1,1,6.0,6.0,7,2.0,2.0,2.0,2.0,2.0,2.0
5818,1,1983,105,40,100.0,5.0,20.0,2.0,6.0,3.0,75.0,15.0,0.0,2,1,10,2.0,2.0,6,5,1.0,2,2,2.0,2.0,6,1.0,2.0,1.0,1.0,2.0,2.0
5826,2,2000,168,93,94.0,100.0,42.0,6.0,16.0,1.0,93.0,77.0,4.0,1,1,50,2.0,2.0,8,23,1.0,2,1,2.0,2.0,8,2.0,2.0,2.0,2.0,2.0,2.0
5827,2,1972,168,650,100.0,100.0,249.0,9.0,49.0,5.0,100.0,80.0,0.0,1,1,2,1.0,2.0,2,2,1.0,1,3,11.0,11.0,5,1.0,2.0,2.0,2.0,2.0,2.0
5828,5,995,75,50,100.0,70.0,40.0,15.0,20.0,3.0,60.0,15.0,33.0,2,2,1,2.0,2.0,1,1,1.0,1,1,2.0,2.0,1,2.0,2.0,2.0,2.0,2.0,2.0
5829,3,1963,50,3,100.0,33.0,6.0,2.0,1.0,1.0,35.0,5.0,0.0,2,1,4,1.0,2.0,3,2,1.0,1,1,2.0,2.0,4,1.0,1.0,1.0,1.0,2.0,2.0
5832,995,1994,55,1725,95.0,90.0,175.0,1420.0,175.0,35.0,85.0,40.0,5.0,2,2,4,2.0,2.0,2,2,1.0,1,1,2.0,2.0,7,2.0,2.0,1.0,1.0,2.0,2.0
5835,3,995,35,2,100.0,100.0,2.0,0.0,2.0,1.0,50.0,0.0,33.0,2,1,21,1.0,1.0,3,12,1.0,3,1,2.0,2.0,2,1.0,2.0,1.0,1.0,1.0,2.0
5836,1,1983,6,1,100.0,50.0,1.0,0.0,1.0,1.0,80.0,5.0,25.0,2,1,21,2.0,2.0,3,12,1.0,1,1,2.0,2.0,6,2.0,2.0,2.0,2.0,2.0,2.0
5838,1,1985,48,27,100.0,100.0,1.0,27.0,2.0,2.0,80.0,10.0,10.0,2,2,2,2.0,2.0,4,2,1.0,1,1,2.0,2.0,6,2.0,2.0,2.0,2.0,2.0,2.0
5840,6,1972,168,700,100.0,85.0,225.0,50.0,200.0,15.0,75.0,20.0,0.0,1,1,35,1.0,2.0,1,16,1.0,1,1,11.0,11.0,5,1.0,2.0,1.0,1.0,2.0,2.0
5841,1,1967,50,35,100.0,100.0,185.0,5.0,3.0,1.0,100.0,10.0,0.0,2,2,29,2.0,2.0,5,14,1.0,1,1,4.0,4.0,4,1.0,2.0,2.0,2.0,2.0,2.0
5842,4,2001,168,100,100.0,100.0,60.0,50.0,12.0,6.0,98.0,95.0,40.0,1,1,2,2.0,2.0,1,2,1.0,1,3,1.0,1.0,8,2.0,2.0,2.0,2.0,2.0,2.0
5845,3,995,40,0,100.0,33.0,3.0,1.0,4.0,1.0,100.0,25.0,40.0,2,2,1,2.0,2.0,2,1,1.0,2,4,2.0,2.0,2,2.0,2.0,2.0,1.0,2.0,2.0
5853,1,2000,40,12,100.0,100.0,11.0,2.0,3.0,1.0,100.0,0.0,50.0,2,2,3,2.0,2.0,2,2,1.0,3,4,2.0,2.0,8,2.0,2.0,2.0,2.0,2.0,2.0
5854,1,1980,55,6,100.0,100.0,3.0,0.0,3.0,1.0,100.0,10.0,0.0,2,1,42,2.0,2.0,3,25,1.0,2,4,2.0,2.0,6,2.0,2.0,2.0,2.0,2.0,2.0
5855,1,1985,60,82,100.0,100.0,50.0,10.0,50.0,2.0,100.0,0.0,0.0,2,1,28,2.0,2.0,5,14,1.0,1,1,4.0,4.0,6,2.0,2.0,2.0,2.0,2.0,2.0
5856,994,1953,168,500,100.0,90.0,200.0,200.0,60.0,18.0,100.0,100.0,0.0,1,1,2,1.0,2.0,5,2,1.0,1,5,1.0,1.0,3,2.0,2.0,1.0,1.0,2.0,2.0
5859,1,1989,75,19,100.0,100.0,4.0,5.0,12.0,2.0,76.0,10.0,0.0,2,1,19,2.0,2.0,5,8,1.0,1,1,2.0,2.0,6,1.0,2.0,1.0,2.0,2.0,2.0
5860,1,995,98,26,100.0,100.0,2.0,0.0,2.0,1.0,90.0,5.0,0.0,2,1,33,1.0,2.0,6,15,1.0,2,4,2.0,2.0,2,1.0,2.0,2.0,2.0,2.0,2.0
5866,1,1992,80,20,100.0,100.0,50.0,10.0,10.0,2.0,100.0,5.0,0.0,2,2,28,1.0,2.0,9,14,1.0,2,2,2.0,2.0,7,2.0,2.0,2.0,2.0,2.0,2.0
5867,10,1978,168,1800,100.0,95.0,4195.0,1420.0,200.0,80.0,95.0,75.0,30.0,1,1,35,1.0,1.0,2,16,1.0,1,1,2.0,2.0,5,1.0,1.0,1.0,1.0,1.0,1.0
5874,1,1985,67,10,100.0,100.0,13.0,1.0,4.0,1.0,100.0,0.0,1.0,2,1,6,2.0,1.0,9,2,1.0,1,4,2.0,2.0,6,1.0,2.0,1.0,1.0,1.0,2.0
5877,2,1998,85,28,100.0,100.0,25.0,50.0,12.0,3.0,50.0,2.0,40.0,2,1,27,2.0,2.0,5,14,1.0,1,3,11.0,11.0,7,2.0,2.0,2.0,2.0,2.0,1.0
5878,3,1982,40,62,100.0,100.0,80.0,10.0,8.0,4.0,66.0,0.0,40.0,2,2,2,2.0,2.0,9,2,1.0,1,7,2.0,2.0,6,1.0,2.0,1.0,2.0,2.0,2.0
5880,1,1986,75,33,100.0,98.0,17.0,6.0,8.0,1.0,95.0,3.0,3.0,2,1,50,2.0,2.0,4,23,1.0,1,3,9.0,9.0,6,1.0,1.0,1.0,2.0,2.0,2.0
5881,2,1990,65,225,100.0,100.0,60.0,10.0,60.0,1.0,100.0,10.0,0.0,2,1,22,2.0,2.0,2,13,1.0,1,3,2.0,2.0,7,1.0,2.0,2.0,2.0,2.0,2.0
5882,4,1969,168,600,100.0,100.0,200.0,40.0,50.0,15.0,90.0,50.0,5.0,1,1,35,1.0,2.0,2,16,1.0,1,1,2.0,2.0,4,1.0,1.0,1.0,1.0,2.0,2.0
5884,3,1975,60,32,100.0,100.0,60.0,6.0,2.0,2.0,100.0,60.0,10.0,2,1,27,2.0,2.0,4,14,1.0,1,1,11.0,11.0,5,2.0,2.0,2.0,2.0,2.0,2.0
5885,3,1989,168,350,100.0,100.0,560.0,200.0,800.0,24.0,100.0,75.0,50.0,1,1,35,2.0,2.0,5,16,1.0,1,1,9.0,9.0,6,2.0,2.0,2.0,2.0,2.0,2.0
5886,1,995,84,5,100.0,50.0,1.0,0.0,1.0,1.0,50.0,25.0,25.0,2,2,30,2.0,2.0,2,14,1.0,2,1,2.0,2.0,2,2.0,2.0,2.0,2.0,2.0,2.0
5887,3,1999,60,135,98.0,100.0,30.0,15.0,15.0,5.0,90.0,10.0,10.0,2,1,21,2.0,2.0,6,12,1.0,1,1,9.0,9.0,7,2.0,2.0,2.0,2.0,2.0,2.0
